data/IMG/center_2023_05_27_20_26_54_779.jpg,data/IMG/left_2023_05_27_20_26_54_779.jpg,data/IMG/right_2023_05_27_20_26_54_779.jpg,0,0,0,7.802887E-05
data/IMG/center_2023_05_27_20_26_54_889.jpg,data/IMG/left_2023_05_27_20_26_54_889.jpg,data/IMG/right_2023_05_27_20_26_54_889.jpg,0,0,0,7.966849E-05
data/IMG/center_2023_05_27_20_26_55_000.jpg,data/IMG/left_2023_05_27_20_26_55_000.jpg,data/IMG/right_2023_05_27_20_26_55_000.jpg,0,0,0,7.947631E-05
data/IMG/center_2023_05_27_20_26_55_111.jpg,data/IMG/left_2023_05_27_20_26_55_111.jpg,data/IMG/right_2023_05_27_20_26_55_111.jpg,0,0,0,7.842328E-05
data/IMG/center_2023_05_27_20_26_55_226.jpg,data/IMG/left_2023_05_27_20_26_55_226.jpg,data/IMG/right_2023_05_27_20_26_55_226.jpg,0,0,0,7.8127E-05
data/IMG/center_2023_05_27_20_26_55_336.jpg,data/IMG/left_2023_05_27_20_26_55_336.jpg,data/IMG/right_2023_05_27_20_26_55_336.jpg,0,0,0,7.852014E-05
data/IMG/center_2023_05_27_20_26_55_444.jpg,data/IMG/left_2023_05_27_20_26_55_444.jpg,data/IMG/right_2023_05_27_20_26_55_444.jpg,0,0.133407,0,0.08084551
data/IMG/center_2023_05_27_20_26_55_553.jpg,data/IMG/left_2023_05_27_20_26_55_553.jpg,data/IMG/right_2023_05_27_20_26_55_553.jpg,0,0.4402893,0,0.4522328
data/IMG/center_2023_05_27_20_26_55_664.jpg,data/IMG/left_2023_05_27_20_26_55_664.jpg,data/IMG/right_2023_05_27_20_26_55_664.jpg,0,0.7751942,0,1.223346
data/IMG/center_2023_05_27_20_26_55_763.jpg,data/IMG/left_2023_05_27_20_26_55_763.jpg,data/IMG/right_2023_05_27_20_26_55_763.jpg,0,1,0,2.604899
